"patient_id","question_id","model","score_bleu","score_rouge_l","score_bert"
87,3,"gpt-4o",0.50373113,0.8,0.95426893
87,4,"gpt-4o",0.6450925,0.8,0.96540046
87,5,"gpt-4o",0.8423627,1.0,0.99346596
87,6,"gpt-4o",0.20999803,0.68421054,0.95044553
87,7,"gpt-4o",0.28256774,0.85714287,0.9627336
87,8,"gpt-4o",0.0,0.5555556,0.9156125
87,9,"gpt-4o",0.0,0.14705883,0.848495
88,0,"gpt-4o",0.49405798,0.8135593,0.97252536
88,1,"gpt-4o",1.0,1.0,1.0
88,2,"gpt-4o",0.13494335,0.4888889,0.9291937
88,3,"gpt-4o",0.3324779,0.7131783,0.9457159
88,4,"gpt-4o",0.4374406,0.6885246,0.947192
88,5,"gpt-4o",0.8423627,1.0,0.9931791
88,6,"gpt-4o",0.21322826,0.7160494,0.95277166
88,7,"gpt-4o",0.59460354,1.0,0.9879457
88,8,"gpt-4o",0.0,0.6666667,0.9528417
88,9,"gpt-4o",0.28255698,0.5691057,0.91834784
89,0,"gpt-4o",1.0,1.0,1.0000001
89,1,"gpt-4o",0.69647056,1.0,0.99411964
89,2,"gpt-4o",0.22118947,0.5263158,0.92647725
89,3,"gpt-4o",0.48286095,0.78688526,0.9646436
89,4,"gpt-4o",0.6690757,0.84210527,0.9786375
89,5,"gpt-4o",0.8423627,1.0,0.99346596
89,6,"gpt-4o",0.19293518,0.6944444,0.9458283
89,7,"gpt-4o",0.28256774,0.85714287,0.9618005
89,8,"gpt-4o",0.0,0.6666667,0.9499028
89,9,"gpt-4o",0.33741087,0.7887324,0.9587924
90,0,"gpt-4o",0.46904033,0.7647059,0.96845907
90,1,"gpt-4o",0.35084397,0.8,0.97450894
90,2,"gpt-4o",0.1587747,0.5365854,0.9293364
90,3,"gpt-4o",0.79245335,0.9357798,0.98522377
90,4,"gpt-4o",0.4630578,0.6792453,0.9541959
90,5,"gpt-4o",0.0,0.35,0.8758433
90,6,"gpt-4o",0.0,0.14814815,0.8525288
90,7,"gpt-4o",0.28256774,0.85714287,0.9621576
90,8,"gpt-4o",0.0,0.6666667,0.9528417
90,9,"gpt-4o",0.46122265,0.68907565,0.9492193
91,0,"gpt-4o",0.10474264,0.29411766,0.8958978
91,1,"gpt-4o",1.0,1.0,0.9999999
91,2,"gpt-4o",0.1234315,0.44444445,0.9280603
91,3,"gpt-4o",0.1788913,0.578125,0.9214586
91,4,"gpt-4o",0.78785324,0.9811321,0.98478335
91,5,"gpt-4o",0.32377228,0.83870965,0.96459275
91,6,"gpt-4o",0.0,0.12244898,0.84329015
91,7,"gpt-4o",0.59460354,1.0,0.9879457
91,8,"gpt-4o",0.45480192,0.85714287,0.9705667
91,9,"gpt-4o",0.21936448,0.5217391,0.9073516
92,0,"gpt-4o",0.5570171,0.85714287,0.96878237
92,1,"gpt-4o",1.0,1.0,1.0
92,2,"gpt-4o",0.1587747,0.5365854,0.9261852
92,3,"gpt-4o",0.27606297,0.768,0.95123476
92,4,"gpt-4o",0.43178537,0.73015875,0.9528398
92,5,"gpt-4o",1.0,1.0,1.0000001
92,6,"gpt-4o",0.21502276,0.6666667,0.9516086
92,7,"gpt-4o",0.28256774,0.85714287,0.96349895
92,8,"gpt-4o",0.0,0.16949153,0.8806802
92,9,"gpt-4o",0.54114175,0.8780488,0.9518285
93,0,"gpt-4o",1.0,1.0,1.0
93,1,"gpt-4o",0.6930977,0.9230769,0.9820758
93,2,"gpt-4o",1.0,1.0,1.0
93,3,"gpt-4o",0.0,0.4,0.9322601
93,4,"gpt-4o",0.0,0.5185185,0.9340803
93,5,"gpt-4o",0.8555262,1.0,0.9935557
93,6,"gpt-4o",0.37562108,0.87096775,0.9732058
93,7,"gpt-4o",0.59460354,1.0,0.98752296
93,8,"gpt-4o",0.0,0.6666667,0.95133424
93,9,"gpt-4o",0.32341635,0.7131783,0.9558972
94,0,"gpt-4o",0.5515273,0.84210527,0.9702313
94,1,"gpt-4o",0.0,0.3030303,0.8903475
94,2,"gpt-4o",0.12511194,0.51282054,0.9281534
94,3,"gpt-4o",0.2838562,0.58181816,0.9452552
94,4,"gpt-4o",0.46223772,0.73170733,0.96063185
94,5,"gpt-4o",0.8555262,1.0,0.9922748
94,6,"gpt-4o",0.20999803,0.6849315,0.95052975
94,7,"gpt-4o",0.59460354,1.0,0.9875234
94,8,"gpt-4o",0.0,0.6666667,0.9500606
94,9,"gpt-4o",0.331377,0.6962963,0.9321565
95,0,"gpt-4o",0.46252438,0.79310346,0.971931
95,1,"gpt-4o",0.40525877,0.72,0.94042766
95,2,"gpt-4o",0.1449773,0.52380955,0.93005204
95,3,"gpt-4o",0.26246038,0.71428573,0.9430829
95,4,"gpt-4o",0.6750915,0.8372093,0.9731208
95,5,"gpt-4o",0.8423627,1.0,0.99366903
95,6,"gpt-4o",0.0,0.25,0.8675347
95,7,"gpt-4o",0.0,0.54545456,0.936106
95,8,"gpt-4o",0.0,0.7692308,0.9586556
95,9,"gpt-4o",0.0,0.15151516,0.84174335
96,0,"gpt-4o",0.5731397,0.7906977,0.9623371
96,1,"gpt-4o",1.0,1.0,0.9999998
96,2,"gpt-4o",0.67865026,0.9,0.9687775
96,3,"gpt-4o",0.0,0.4,0.9371261
96,4,"gpt-4o",0.32260135,0.5882353,0.9660081
96,5,"gpt-4o",0.8265168,1.0,0.99197876
96,6,"gpt-4o",0.17200768,0.46153846,0.9267087
96,7,"gpt-4o",0.36282414,0.94736844,0.9637585
96,8,"gpt-4o",0.0,0.5714286,0.9277851
96,9,"gpt-4o",0.38403133,0.6386555,0.9410121
97,0,"gpt-4o",1.0,1.0,1.0000002
97,1,"gpt-4o",0.0,0.32,0.8843792
97,2,"gpt-4o",0.14581709,0.4651163,0.9260243
97,3,"gpt-4o",0.3241655,0.73504275,0.95075506
97,4,"gpt-4o",0.4063637,0.6792453,0.9412251
97,5,"gpt-4o",0.0,0.4827586,0.90165436
97,6,"gpt-4o",0.21355256,0.7532467,0.9490602
97,7,"gpt-4o",0.28256774,0.85714287,0.9621576
97,8,"gpt-4o",0.0,0.6666667,0.9528417
97,9,"gpt-4o",0.23814045,0.5614035,0.92552906
98,0,"gpt-4o",0.46963033,0.7761194,0.96630317
98,1,"gpt-4o",1.0,1.0,0.9999999
98,2,"gpt-4o",0.1587747,0.5365854,0.9293364
98,3,"gpt-4o",0.28719446,0.72727275,0.9451043
98,4,"gpt-4o",0.6750915,0.8372093,0.9710447
98,5,"gpt-4o",0.0,0.4375,0.8928808
98,6,"gpt-4o",0.0,0.13953489,0.85131216
98,7,"gpt-4o",0.28256774,0.85714287,0.9621576
98,8,"gpt-4o",0.0,0.6666667,0.9528417
98,9,"gpt-4o",0.20275879,0.5423729,0.92301935
99,0,"gpt-4o",0.5325738,0.7878788,0.9664671
99,1,"gpt-4o",1.0,1.0,0.9999999
99,2,"gpt-4o",0.10448251,0.42553192,0.9265843
99,3,"gpt-4o",0.4161924,0.7910448,0.9635833
99,4,"gpt-4o",0.41850728,0.6666667,0.9445611
99,5,"gpt-4o",0.8423627,1.0,0.9931791
99,6,"gpt-4o",0.37729877,0.79012346,0.96760076
99,7,"gpt-4o",0.28256774,0.85714287,0.9621576
99,8,"gpt-4o",0.0,0.7692308,0.9586556
99,9,"gpt-4o",0.3786894,0.82051283,0.9617609
100,0,"gpt-4o",1.0,1.0,1.0000002
100,1,"gpt-4o",0.45723134,0.84615386,0.9688639
100,2,"gpt-4o",0.26192492,0.4878049,0.9094737
100,3,"gpt-4o",0.0,0.4,0.93086714
100,4,"gpt-4o",0.21401604,0.53846157,0.94864976
100,5,"gpt-4o",0.8265168,0.9166667,0.9764333
100,6,"gpt-4o",0.20801511,0.5964912,0.92581797
100,7,"gpt-4o",0.32019117,0.9,0.96514326
100,8,"gpt-4o",0.0,0.3846154,0.913924
100,9,"gpt-4o",0.47100124,0.8076923,0.9580266
